,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L),WQI
21,1998-01-06,0.04,92.3,10.3,70.0,0.253,0.0095,7.4,7.8,0.319,0.0207,96.85
22,1998-01-06,0.033,105.0,10.2,70.0,0.251,0.0115,7.4,7.8,0.246,0.0223,94.48
23,1998-01-06,0.0365,127.0,10.2,70.0,0.252,0.0104999999999999,7.4,7.8,0.2825,0.0215,95.66
24,1998-02-02,0.02,103.0,11.0,47.0,0.275,0.0133,7.5,7.8,0.362,0.0187,97.05
25,1998-02-02,0.02,130.0,10.9,47.0,0.272,0.0137,7.5,7.7,0.434,0.0202,96.74
26,1998-03-02,0.02,101.0,11.6,43.0,0.241,0.0032,7.7,7.9,0.457,0.0052,82.93
27,1998-03-02,0.02,108.0,11.4,43.0,0.225,0.0034,7.7,7.9,0.41,0.0103,79.54
28,1998-03-02,0.02,232.0,11.3,43.0,0.2329999999999999,0.0033,7.7,7.9,0.4335,0.00775,81.22
29,1998-04-07,0.02,112.0,11.7,45.0,0.174,0.002,7.9,10.7,0.366,0.0221,67.87
30,1998-04-07,0.02,121.0,11.4,45.0,0.171,0.002,7.8,10.4,0.368,0.0086,62.86
31,1998-04-07,0.02,154.0,11.5,45.0,0.1725,0.002,7.8,10.3,0.367,0.01535,65.34
32,1998-05-05,0.02,150.0,11.7,20.0,0.091,0.002,8.4,15.5,0.391,0.0137,40.77
33,1998-05-05,0.02,146.0,11.5,20.0,0.093,0.002,8.2,15.0,0.36,0.0145,41.49
34,1998-06-02,0.02,147.0,10.7,19.0,0.118,0.002,8.0,16.0,0.312,0.0179,49.9
35,1998-06-02,0.02,160.0,10.0,19.0,0.129,0.002,7.8,15.4,0.332,0.0239,54.93
36,1998-07-07,0.01,181.0,9.7,110.0,0.04,0.002,7.7,20.0,0.304,0.0174,23.44
37,1998-07-07,0.017,219.0,9.0,110.0,0.051,0.002,7.6,19.1,0.305,0.0175,28.75
38,1998-08-04,0.01,343.0,9.2,23.0,0.02,0.002,7.9,23.0,0.26,0.0163,17.14
39,1998-08-04,0.01,363.0,8.6,23.0,0.02,0.002,7.7,22.4,0.295,0.0194,18.04
40,1998-09-10,0.01,582.0,8.0,49.0,0.02,0.002,7.4,20.9,0.23,0.0159,16.7
41,1998-09-10,0.01,585.0,7.8,49.0,0.02,0.002,7.4,20.9,0.221,0.0142,16.16
42,1998-10-06,0.012,660.0,8.7,35.0,0.042,0.002,7.5,17.8,0.256,0.0193,24.87
43,1998-10-06,0.018,718.0,7.9,35.0,0.051,0.0032,7.4,17.6,0.272,0.0185,29.09
44,1998-11-03,0.026,286.0,8.8,70.0,0.043,0.0035,6.8,13.7,0.262,0.0155,27.99
45,1998-11-03,0.028,487.0,8.7,70.0,0.044,0.0039,7.0,13.7,0.237,0.0145,28.55
46,1998-11-30,0.02,95.7,9.7,160.0,0.166,0.0061,7.4,9.8,0.324,0.0123,62.22
47,1998-11-30,0.02,96.5,9.7,160.0,0.165,0.006,7.5,9.8,0.323,0.0122,61.9
48,1999-01-04,0.011,121.0,10.6,64.0,0.261,0.0103,7.5,7.5,0.388,0.0153,89.08
49,1999-01-04,0.011,134.0,10.5,64.0,0.219,0.01,7.6,7.5,0.403,0.0161,76.73
50,1999-01-04,0.011,386.0,10.4,64.0,0.24,0.01015,7.6,7.5,0.3955,0.0157,82.9
51,1999-02-02,0.014,97.1,11.8,55.0,0.295,0.0112,7.0,7.0,0.426,0.0179,101.14
52,1999-02-02,0.013,111.0,11.3,55.0,0.297,0.0114,7.1,7.0,0.434,0.0174,101.26
53,1999-03-02,0.023,94.0,11.7,80.0,0.319,0.0112,7.3,6.9,0.514,0.0187,111.47
54,1999-03-02,0.016,120.0,11.7,80.0,0.307,0.0112,7.3,6.9,0.504,0.021,106.44
55,1999-04-05,0.01,101.0,12.3,14.0,0.268,0.002,7.8,8.5,0.443,0.0115,89.99
56,1999-04-05,0.01,111.0,12.3,14.0,0.267,0.002,7.8,8.3,0.42,0.013,90.08
57,1999-05-03,0.01,149.0,11.9,50.0,0.185,0.002,7.8,11.9,0.372,0.0116,65.12
58,1999-05-03,0.01,159.0,11.8,50.0,0.183,0.002,7.8,11.9,0.365,0.0122,64.67
59,1999-06-07,0.01,237.0,10.11,18.0,0.126,0.002,7.7,16.0,0.381,0.015,48.5
60,1999-06-07,0.01,243.0,10.16,18.0,0.122,0.002,7.7,15.4,0.415,0.0165,47.79
61,1999-07-06,0.03,185.0,9.74,13.0,0.075,0.0024,7.8,18.5,0.354,0.0126,38.53
62,1999-07-06,0.041,251.0,8.35,13.0,0.078,0.0025,7.6,17.4,0.378,0.0159,43.57
63,1999-08-02,0.032,229.0,8.4,14.0,0.053,0.002,7.4,20.9,0.278,0.0127,32.39
64,1999-08-02,0.045,322.0,7.97,14.0,0.056,0.003,7.3,20.2,0.326,0.0247,40.83
65,1999-09-07,0.01,450.0,9.5,45.0,0.02,0.002,7.7,19.8,0.274,0.0171,17.25
66,1999-09-07,0.01,482.0,8.5,45.0,0.02,0.002,7.5,19.3,0.276,0.0186,17.56
67,1999-10-04,0.053,565.0,8.6,66.0,0.02,0.009,7.5,17.2,0.27,0.0242,32.12
68,1999-10-04,0.058,554.0,8.4,66.0,0.02,0.0094,7.4,17.0,0.278,0.0242,33.61
69,1999-11-01,0.055,169.0,8.8,70.0,0.081,0.0054,7.4,13.0,0.353,0.0157,48.37
70,1999-11-01,0.056,329.0,8.6,70.0,0.081,0.00545,7.4,13.0,0.349,0.0162,48.8
71,1999-11-01,0.056,265.0,8.7,70.0,0.081,0.00545,7.5,13.0,0.349,0.0162,48.81
72,1999-11-01,0.057,667.0,8.7,70.0,0.081,0.0055,7.3,13.0,0.345,0.0167,49.26
73,1999-12-08,0.018,135.0,9.7,140.0,0.223,0.0085,7.2,9.5,0.407,0.0151,79.76
74,1999-12-08,0.018,240.0,9.6,140.0,0.221,0.0085,7.2,9.5,0.397,0.0156,79.28
75,2000-01-03,0.022,154.0,10.23,220.0,0.288,0.01,7.3,7.9,0.448,0.0174,101.26
76,2000-01-03,0.021,350.0,10.14,220.0,0.293,0.0106,7.3,7.9,0.471,0.0176,102.57
77,2000-02-07,0.012,97.6,10.46,160.0,0.308,0.0097,7.5,7.3,0.476,0.0179,104.45
78,2000-02-07,0.012,105.3,10.37,160.0,0.306,0.0099,7.5,7.3,0.481,0.0178,103.82
79,2000-03-06,0.01,135.9,11.37,230.0,0.293,0.0066,7.5,7.6,0.474,0.0163,98.94
80,2000-03-06,0.01,199.0,11.03,230.0,0.296,0.0068,7.5,7.5,0.484,0.0155,99.59
81,2000-05-01,0.01,92.0,11.6,23.0,0.139,0.002,8.4,11.6,0.386,0.0113,51.21
82,2000-05-01,0.01,91.6,11.4,23.0,0.142,0.002,8.3,11.1,0.368,0.0119,52.2
83,2000-06-06,0.01,129.4,10.6,39.0,0.02,0.002,8.5,16.4,0.297,0.0121,15.71
84,2000-06-06,0.018,215.9,10.2,39.0,0.023,0.002,8.3,16.2,0.304,0.0191,21.08
85,2000-07-03,0.058,267.1,7.8,45.0,0.067,0.0024,7.4,19.2,0.29,0.0072,42.63
86,2000-07-03,0.056,276.6,8.0,45.0,0.065,0.0022,7.4,19.2,0.316,0.008,41.74
87,2000-08-07,0.014,366.6,7.1,57.0,0.067,0.002,7.4,21.7,0.263,0.0083,29.77
88,2000-08-07,0.015,369.4,7.4,57.0,0.067,0.002,7.4,21.6,0.357,0.0201,33.83
89,2000-09-05,0.01,556.5,8.1,130.0,0.066,0.002,7.3,19.5,0.306,0.0111,29.17
90,2000-09-05,0.01,567.3,7.7,130.0,0.064,0.002,7.3,19.5,0.296,0.0115,28.63
91,2000-10-03,0.21,292.1,8.2,400.0,0.074,0.0093,7.3,17.4,0.469,0.0165,93.63
92,2000-10-03,0.212,297.6,7.2,400.0,0.074,0.0095,7.4,17.4,0.487,0.0189,94.89
93,2000-10-30,0.025,122.7,8.6,65.0,0.065,0.0044,7.3,13.9,0.274,0.0117,33.2
94,2000-10-30,0.026,126.2,8.6,65.0,0.067,0.0044,7.3,14.0,0.256,0.0124,34.28
95,2000-12-05,0.014,122.1,9.2,71.0,0.12,0.002,7.4,9.0,0.354,0.0115,46.26
96,2000-12-05,0.012,123.6,9.3,71.0,0.119,0.002,7.4,9.0,0.387,0.0114,45.41
97,2001-01-02,0.016,102.0,9.8,43.0,0.181,0.003,6.7,7.5,0.359,0.0116,65.18
98,2001-01-02,0.018,105.0,9.7,43.0,0.183,0.003,6.8,7.5,0.373,0.0118,66.46
99,2001-01-29,0.01,103.0,10.5,200.0,0.192,0.0027,6.9,6.9,0.35,0.0107,66.45
100,2001-01-29,0.01,102.0,10.3,200.0,0.183,0.0027,7.0,6.9,0.359,0.0115,63.99
101,2001-02-28,0.01,123.0,11.9,75.0,0.165,0.002,7.1,6.8,0.374,0.0113,58.68
102,2001-02-28,0.01,128.0,11.5,75.0,0.169,0.002,7.2,6.8,0.376,0.012,60.06
103,2001-04-02,0.028,99.7,11.5,22.0,0.111,0.002,7.4,9.1,0.374,0.0206,50.77
104,2001-04-02,0.028,99.7,11.49,22.0,0.109,0.002,7.4,9.1,0.35,0.0196,49.81
105,2001-04-02,0.028,103.0,11.5,22.0,0.107,0.002,7.4,9.1,0.326,0.0186,48.86
106,2001-04-02,0.028,103.1,11.51,22.0,0.109,0.002,7.4,9.1,0.35,0.0196,49.82
107,2001-05-01,0.015,159.0,10.5,77.0,0.076,0.002,7.2,11.8,0.334,0.0141,34.38
108,2001-05-01,0.017,169.0,10.6,77.0,0.075,0.002,7.3,11.7,0.342,0.0143,34.76
109,2001-05-29,0.013,139.0,9.9,58.0,0.02,0.002,7.6,15.9,0.28,0.0144,17.14
110,2001-05-29,0.02,147.0,9.8,58.0,0.02,0.002,7.4,15.8,0.323,0.0178,20.33
111,2001-07-03,0.01,234.0,9.5,10.0,0.02,0.002,7.7,18.6,0.201,0.0121,15.5
112,2001-07-03,0.01,323.0,9.1,10.0,0.02,0.002,7.5,18.4,0.236,0.0128,15.73
113,2001-08-06,0.031,429.0,7.6,46.0,0.02,0.0021,7.3,20.2,0.216,0.0061,19.95
114,2001-08-06,0.031,478.0,7.2,46.0,0.02,0.0021,7.3,20.1,0.228,0.0092,20.86
115,2001-09-04,0.01,399.0,8.8,25.0,0.02,0.002,7.4,20.1,0.229,0.0129,15.82
116,2001-09-04,0.01,413.0,8.4,25.0,0.02,0.002,7.3,20.0,0.25,0.01505,16.46
117,2001-09-04,0.01,2130.0,8.0,25.0,0.02,0.002,7.2,19.9,0.271,0.0172,17.16
118,2001-10-01,0.01,488.0,8.1,44.0,0.02,0.0023,7.2,17.7,0.191,0.0216,18.14
119,2001-10-01,0.01,479.0,8.0,44.0,0.02,0.0021,7.2,17.7,0.22,0.0221,18.34
120,2001-11-05,0.018,139.0,9.0,51.0,0.069,0.0032,6.9,12.0,0.271,0.0122,32.34
121,2001-11-05,0.016,170.0,8.8,51.0,0.072,0.0031,6.9,12.0,0.276,0.0112,32.33
122,2001-12-04,0.015,97.9,9.7,120.0,0.176,0.0076,7.6,9.1,0.324,0.0154,64.63
123,2001-12-04,0.015,1170.0,9.6,120.0,0.176,0.0075,7.3,9.2,0.321,0.0157,64.74
124,2002-01-07,0.021,108.0,10.1,230.0,0.214,0.0103,7.0,8.2,0.363,0.0194,79.15
125,2002-01-07,0.021,111.0,10.0,230.0,0.216,0.0107,7.0,8.2,0.375,0.0199,79.92
126,2002-01-29,0.013,101.0,10.8,57.0,0.226,0.0096,6.5,6.6,0.396,0.0171,79.64
127,2002-01-29,0.011,104.0,10.8,57.0,0.216,0.0098,6.6,6.6,0.403,0.0175,76.18
128,2002-03-04,0.01,101.0,11.2,27.0,0.213,0.0061,7.5,7.1,0.425,0.0182,75.29
129,2002-03-04,0.01,153.0,11.3,27.0,0.214,0.0062,7.4,7.1,0.407,0.0174,75.32
130,2002-04-01,0.013,110.0,12.2,48.0,0.168,0.0022,7.9,8.1,0.364,0.0155,61.87
131,2002-04-01,0.01,118.0,12.3,48.0,0.166,0.0024,7.9,8.1,0.321,0.0141,59.87
132,2002-05-06,0.011,198.0,11.3,29.0,0.085,0.002,8.6,11.0,0.296,0.005,33.15
133,2002-05-06,0.014,253.0,11.5,29.0,0.085,0.002,8.6,10.9,0.297,0.005,34.07
134,2002-06-03,0.012,338.0,11.0,24.0,0.042,0.002,8.4,15.5,0.259,0.0082,21.66
135,2002-06-03,0.013,588.0,10.5,24.0,0.045,0.002,8.3,15.5,0.259,0.0081,22.78
136,2002-07-01,0.014,218.0,9.2,35.0,0.02,0.002,7.6,19.5,0.199,0.0094,15.92
137,2002-07-01,0.017,223.0,8.6,35.0,0.02,0.002,7.6,19.0,0.247,0.0157,18.72
138,2002-08-05,0.01,391.0,8.2,47.0,0.02,0.002,7.1,20.6,0.229,0.0102,14.97
139,2002-08-05,0.01,403.0,7.9,47.0,0.02,0.002,7.1,20.3,0.236,0.0106,15.06
140,2002-09-04,0.06,351.0,7.5,120.0,0.023,0.0029,7.0,20.8,0.297,0.0142,32.2
141,2002-09-04,0.058,353.0,7.6,120.0,0.025,0.0029,7.0,20.7,0.259,0.0119,31.43
142,2002-10-07,0.012,512.0,7.7,1200.0,0.02,0.0026,7.2,17.3,0.256,0.0147,16.93
143,2002-10-07,0.018,511.0,7.1,1200.0,0.02,0.0028,7.2,17.2,0.258,0.0139,18.44
144,2002-11-04,0.058,309.0,9.0,1400.0,0.061,0.0141,7.1,12.4,0.319,0.0267,46.8
145,2002-11-04,0.06,323.0,8.6,1400.0,0.054,0.0148,7.1,12.3,0.312,0.0258,44.97
146,2002-12-03,0.024,160.0,9.4,360.0,0.066,0.0042,6.7,10.1,0.274,0.0125,33.31
147,2002-12-03,0.026,159.0,10.0,360.0,0.067,0.0042,6.9,10.1,0.268,0.0123,34.21
148,2003-01-06,0.02,123.0,11.3,200.0,0.151,0.0086,7.1,8.2,0.314,0.0167,59.11
149,2003-01-06,0.019,186.0,11.1,200.0,0.154,0.009,7.1,8.2,0.315,0.0167,59.7
150,2003-02-04,0.019,102.0,10.2,14.0,0.186,0.0096,6.9,8.2,0.343,0.0148,68.67
151,2003-02-04,0.018,119.0,10.2,14.0,0.183,0.0077,7.0,8.2,0.282,0.013,66.78
152,2003-03-03,0.01,104.0,11.3,67.0,0.12,0.0032,6.8,7.8,0.287,0.0118,45.13
153,2003-03-03,0.01,128.0,11.5,67.0,0.12,0.003,7.1,7.8,0.297,0.0124,45.37
154,2003-04-07,0.01,106.0,12.0,25.0,0.104,0.002,7.3,9.2,0.288,0.0088,39.58
155,2003-04-07,0.01,113.0,12.1,25.0,0.107,0.002,7.6,9.1,0.282,0.0088,40.49
156,2003-05-05,0.01,125.0,11.3,65.0,0.044,0.002,7.5,12.2,0.242,0.0122,22.61
157,2003-05-05,0.01,129.0,11.0,65.0,0.045,0.002,7.5,12.2,0.272,0.0127,23.1
158,2003-06-02,0.015,384.0,9.7,25.0,0.02,0.002,7.0,16.6,0.237,0.0126,17.11
159,2003-06-02,0.017,538.0,9.2,25.0,0.02,0.002,7.2,16.6,0.239,0.0122,17.56
160,2003-07-07,0.01,282.0,8.7,15.0,0.02,0.002,7.4,20.2,0.191,0.008,14.26
161,2003-07-07,0.01,312.0,8.5,15.0,0.02,0.002,7.4,20.1,0.201,0.0087,14.47
162,2003-08-04,0.01,387.0,7.8,33.0,0.02,0.002,7.1,22.5,0.246,0.0134,16.04
163,2003-08-04,0.01,389.0,7.6,33.0,0.02,0.002,7.2,22.5,0.247,0.0149,16.48
164,2003-09-02,0.01,507.0,7.6,16.0,0.02,0.002,7.2,21.3,0.237,0.0157,16.63
165,2003-09-02,0.01,503.0,7.5,16.0,0.02,0.002,7.2,21.2,0.237,0.0168,16.94
166,2003-10-07,0.028,529.0,7.3,200.0,0.02,0.0079,7.0,18.0,0.263,0.021,23.54
167,2003-10-07,0.029,530.0,7.5,160.0,0.02,0.0086,7.1,18.0,0.254,0.0202,23.61
168,2003-10-07,0.028,528.0,7.5,180.0,0.02,0.0082,7.1,18.0,0.237,0.0206,23.39
169,2003-11-03,0.014,168.0,9.0,130.0,0.038,0.0055,7.5,12.8,0.222,0.0144,22.49
170,2003-11-03,0.012,168.0,8.7,130.0,0.037,0.0052,7.5,12.8,0.218,0.0148,21.67
171,2003-12-03,0.023,103.0,9.4,90.0,0.118,0.0041,7.6,9.4,0.308,0.0138,49.04
172,2003-12-03,0.024,104.0,9.3,120.0,0.12,0.0037,7.5,9.4,0.304,0.014,49.98
173,2003-12-03,0.024,104.0,9.3,105.0,0.123,0.0043,7.5,9.4,0.309,0.0126,50.48
174,2004-01-05,0.015,118.0,11.1,38.0,0.177,0.007,6.8,5.4,0.353,0.0138,64.37
175,2004-01-05,0.016,122.0,11.0,38.0,0.177,0.0066,6.8,5.5,0.347,0.014,64.71
176,2004-02-02,0.014,102.0,10.8,43.0,0.193,0.0068,6.4,7.1,0.35,0.0156,69.47
177,2004-02-02,0.015,111.0,10.9,43.0,0.194,0.0068,6.5,7.1,0.325,0.0137,69.46
178,2004-03-01,0.012,111.3,11.0,36.0,0.186,0.0035,7.1,7.8,0.37,0.0158,66.92
179,2004-03-01,0.012,111.3,10.97,33.0,0.184,0.0035,7.1,7.8,0.377,0.0143,65.88
180,2004-03-01,0.011,140.0,10.88,34.5,0.186,0.0035,7.1,7.8,0.368,0.0165,66.81
181,2004-04-06,0.013,119.0,11.6,11.0,0.14,0.002,6.7,10.4,0.289,0.0138,52.81
182,2004-04-06,0.015,118.0,12.2,11.0,0.164,0.002,6.8,10.4,0.29,0.0156,61.23
183,2004-05-04,0.01,167.0,10.5,45.0,0.048,0.002,7.4,15.2,0.32,0.0148,24.86
184,2004-05-04,0.014,282.0,10.0,45.0,0.056,0.002,7.3,14.9,0.311,0.0133,27.93
185,2004-06-08,0.062,160.0,9.2,12.0,0.032,0.002,7.7,18.0,0.329,0.0184,36.82
186,2004-06-08,0.062,206.0,8.7,12.0,0.033,0.0033,7.6,17.4,0.346,0.0209,37.84
187,2004-07-06,0.01,209.5,8.4,36.0,0.02,0.002,7.199999999999999,20.85,0.225,0.0137,16.05
188,2004-07-06,0.0125,181.0,8.5,36.0,0.02,0.002,7.3,20.9,0.2324999999999999,0.0135,16.77
189,2004-07-06,0.015,209.5,8.4,36.0,0.02,0.002,7.199999999999999,20.85,0.24,0.0133,17.46
190,2004-07-06,0.0125,238.0,8.3,36.0,0.02,0.002,7.1,20.8,0.2324999999999999,0.0135,16.74
191,2004-08-03,0.026,541.0,7.35,45.0,0.02,0.002,7.25,22.9,0.27,0.0176,22.16
192,2004-08-03,0.0279999999999999,538.0,7.4,45.0,0.02,0.002,7.2,22.9,0.2495,0.01455,21.8
193,2004-08-03,0.03,541.0,7.35,45.0,0.02,0.002,7.25,22.9,0.229,0.0115,21.44
194,2004-08-03,0.0279999999999999,544.0,7.3,45.0,0.02,0.002,7.3,22.9,0.2495,0.01455,21.79
195,2004-09-07,0.01,427.5,7.899999999999999,18.0,0.02,0.002,7.6,21.05,0.227,0.0138,16.06
196,2004-09-07,0.01,406.0,8.2,18.0,0.02,0.002,7.7,21.2,0.227,0.01405,16.18
197,2004-09-07,0.01,449.0,7.6,18.0,0.02,0.002,7.5,20.9,0.227,0.01405,16.1
198,2004-09-07,0.01,427.5,7.899999999999999,18.0,0.02,0.002,7.6,21.05,0.227,0.0143,16.21
199,2004-10-04,0.021,300.5,7.9,56.0,0.026,0.0045,7.0,17.5,0.222,0.0155,21.46
200,2004-10-04,0.0225,295.0,8.0,56.0,0.026,0.0051,7.0,17.5,0.2289999999999999,0.0161499999999999,22.14
201,2004-10-04,0.024,300.5,7.9,56.0,0.026,0.0057,7.0,17.5,0.236,0.0168,22.8
202,2004-10-04,0.0225,306.0,7.8,56.0,0.026,0.0051,7.0,17.5,0.2289999999999999,0.0161499999999999,22.12
203,2004-11-01,0.04,205.5,8.45,42.0,0.035,0.0077,7.1,13.2,0.265,0.0197,31.05
204,2004-11-01,0.0405,203.0,8.4,42.0,0.0375,0.00765,7.2,13.2,0.2475,0.0186,31.59
205,2004-11-01,0.041,205.5,8.45,42.0,0.04,0.0076,7.1,13.2,0.23,0.0175,32.12
206,2004-11-01,0.0405,208.0,8.5,42.0,0.0375,0.00765,7.0,13.2,0.2475,0.0186,31.59
207,2004-12-13,0.026,101.66666666666669,9.166666666666666,270.0,0.149,0.0054,7.733333333333333,9.3,0.302,0.0166,60.11
208,2004-12-13,0.016,101.66666666666669,9.166666666666666,250.0,0.15,0.0048,7.733333333333333,9.3,0.343,0.0137,56.61
209,2004-12-13,0.0193333333333333,101.0,9.1,260.0,0.1493333333333333,0.0050333333333333,7.7,9.3,0.3393333333333333,0.0145333333333333,57.65
210,2004-12-13,0.0193333333333333,101.0,9.2,260.0,0.1493333333333333,0.0050333333333333,7.7,9.3,0.3393333333333333,0.0145333333333333,57.66
211,2004-12-13,0.016,101.66666666666669,9.166666666666666,260.0,0.149,0.0049,7.733333333333333,9.3,0.373,0.0133,56.25
212,2004-12-13,0.0193333333333333,103.0,9.2,260.0,0.1493333333333333,0.0050333333333333,7.8,9.3,0.3393333333333333,0.0145333333333333,57.66
213,2005-01-03,0.015,143.5,9.75,41.0,0.208,0.0053,7.55,7.6,0.36,0.0191,75.31
214,2005-01-03,0.015,132.0,9.8,41.0,0.2075,0.00535,7.5,7.6,0.377,0.0199,75.44
215,2005-01-03,0.015,143.5,9.75,41.0,0.207,0.0054,7.55,7.6,0.394,0.0207,75.56
216,2005-01-03,0.015,155.0,9.7,41.0,0.2075,0.00535,7.6,7.6,0.377,0.0199,75.43
217,2005-02-07,0.01,149.66666666666666,10.466666666666669,380.0,0.198,0.0046,7.5,7.8,0.417,0.021,71.62
218,2005-02-07,0.01,149.66666666666666,10.466666666666669,440.0,0.196,0.0046,7.5,7.8,0.399,0.0192,70.45
219,2005-02-07,0.0106666666666666,107.0,10.6,410.0,0.1969999999999999,0.0046666666666666,7.5,7.8,0.3983333333333334,0.0190333333333333,70.91
220,2005-02-07,0.0106666666666666,108.0,10.5,410.0,0.1969999999999999,0.0046666666666666,7.5,7.8,0.3983333333333334,0.0190333333333333,70.9
221,2005-02-07,0.012,149.66666666666666,10.466666666666669,410.0,0.197,0.0048,7.5,7.8,0.379,0.0169,70.62
222,2005-02-07,0.0106666666666666,234.0,10.3,410.0,0.1969999999999999,0.0046666666666666,7.5,7.8,0.3983333333333334,0.0190333333333333,70.88
223,2005-03-07,0.031,189.0,11.85,31.0,0.111,0.0021,7.7,8.95,0.39,0.0187,51.17
224,2005-03-07,0.0245,181.0,11.9,31.0,0.111,0.0020499999999999,7.7,9.1,0.3645,0.01685,48.63
225,2005-03-07,0.018,189.0,11.85,31.0,0.111,0.002,7.7,8.95,0.339,0.015,46.05
226,2005-03-07,0.0245,197.0,11.8,31.0,0.111,0.0020499999999999,7.7,8.8,0.3645,0.01685,48.6
227,2005-04-04,0.013,118.5,11.15,320.0,0.117,0.002,7.55,9.6,0.341,0.012,45.46
228,2005-04-04,0.013,118.0,11.2,320.0,0.115,0.002,7.5,9.6,0.365,0.01285,45.17
229,2005-04-04,0.013,118.5,11.15,320.0,0.113,0.002,7.55,9.6,0.389,0.0137,44.87
230,2005-04-04,0.013,119.0,11.1,320.0,0.115,0.002,7.6,9.6,0.365,0.01285,45.16
231,2005-05-02,0.013,123.0,10.6,12.0,0.044,0.002,8.4,13.8,0.341,0.016,24.92
232,2005-05-02,0.018,114.0,10.7,12.0,0.047,0.002,8.5,14.1,0.321,0.0162,27.37
233,2005-05-02,0.023,123.0,10.6,12.0,0.05,0.002,8.4,13.8,0.301,0.0164,29.76
234,2005-05-02,0.018,132.0,10.5,12.0,0.047,0.002,8.3,13.5,0.321,0.0162,27.31
235,2005-06-06,0.016,257.3333333333333,9.2,20.0,0.036,0.002,7.533333333333334,16.866666666666664,0.331,0.013,22.52
236,2005-06-06,0.016,257.3333333333333,9.2,29.0,0.035,0.002,7.533333333333334,16.866666666666664,0.282,0.0126,21.99
237,2005-06-06,0.0173333333333333,246.0,9.2,24.5,0.0356666666666666,0.002,7.6,16.9,0.3113333333333333,0.0148999999999999,23.35
238,2005-06-06,0.0173333333333333,246.0,9.3,24.5,0.0356666666666666,0.002,7.5,16.9,0.3113333333333333,0.0148999999999999,23.36
239,2005-06-06,0.02,257.3333333333333,9.2,24.5,0.036,0.002,7.533333333333334,16.866666666666664,0.321,0.0191,25.53
240,2005-06-06,0.0173333333333333,280.0,9.1,24.5,0.0356666666666666,0.002,7.5,16.8,0.3113333333333333,0.0148999999999999,23.33
241,2005-07-05,0.02,132.5,8.399999999999999,9.0,0.031,0.002,7.75,19.55,0.267,0.0105,21.42
242,2005-07-05,0.0195,129.0,8.6,9.0,0.031,0.002,7.7,19.6,0.279,0.0114,21.58
243,2005-07-05,0.019,132.5,8.399999999999999,9.0,0.031,0.002,7.75,19.55,0.291,0.0123,21.71
