,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L),WQI
129,1996-03-06,0.0235,99.6,11.87,1.0,0.6145,0.0115,7.7,6.3,0.8125,0.026000000000000002,203.20295184528402
130,1996-03-06,0.0235,99.5,11.9,1.0,0.6145,0.0115,7.7,6.3,0.8125,0.026000000000000002,203.2059279091765
131,1996-03-06,0.027,99.0,11.91,1.0,0.609,0.011,7.7,6.3,0.793,0.025,202.25894452480327
132,1996-03-21,0.021,98.4,12.63,0.0,0.514,0.003,8.5,8.3,0.793,0.025,172.04729062773433
133,1996-03-21,0.023,99.2,12.75,0.0,0.5325,0.003,8.2,7.7,0.7725,0.025,178.1258776427372
134,1996-03-21,0.023,98.2,12.47,0.0,0.5325,0.003,7.9,7.4,0.7725,0.025,178.06716895194316
135,1996-03-21,0.025,97.7,12.37,0.0,0.551,0.003,7.8,7.0,0.752,0.025,184.14444199781548
136,1996-04-10,0.02,101.0,12.36,1.0,0.492,0.002,8.5,11.5,0.739,0.016,162.47870983265784
137,1996-04-10,0.02,100.9,12.57,1.0,0.495,0.0025,8.5,11.1,0.7164999999999999,0.0165,163.48558593824734
138,1996-04-10,0.02,100.5,12.92,1.0,0.495,0.0025,8.5,9.7,0.7164999999999999,0.0165,163.4344971245223
139,1996-04-10,0.02,99.8,13.15,1.0,0.498,0.003,8.4,9.2,0.694,0.017,164.4330502834783
140,1996-04-30,0.02,86.9,11.15,3.0,0.515,0.002,8.2,10.6,0.631,0.021,170.47727308963937
141,1996-04-30,0.024,86.9,11.5,3.0,0.516,0.0025,8.3,10.4,0.642,0.0195,171.5843667568208
142,1996-04-30,0.024,86.7,11.9,3.0,0.516,0.0025,8.2,10.4,0.642,0.0195,171.6199273355808
143,1996-04-30,0.028,86.8,11.8,3.0,0.517,0.003,8.2,10.3,0.653,0.018,172.6843062899115
144,1996-05-08,0.02,99.0,10.29,1.0,0.449,0.006,8.0,11.6,0.62,0.015,148.83959312063322
145,1996-05-08,0.02,99.3,10.35,1.0,0.4495,0.006500000000000001,8.0,11.4,0.6154999999999999,0.019,150.1818236391098
146,1996-05-08,0.02,99.2,10.51,1.0,0.45,0.007,8.0,11.3,0.611,0.023,151.5401032274004
147,1996-05-21,0.03,100.2,10.68,11.0,0.456,0.003,7.7,13.3,0.627,0.013,153.45666644561112
148,1996-05-21,0.028999999999999998,98.1,10.88,11.0,0.482,0.0025,7.7,13.1,0.645,0.0135,161.15652848242956
149,1996-05-21,0.028999999999999998,100.0,11.11,11.0,0.482,0.0025,7.6,12.2,0.645,0.0135,161.12009614256067
150,1996-05-21,0.028,100.2,11.18,11.0,0.508,0.002,7.5,11.4,0.663,0.014,168.76617961511616
151,1996-06-04,0.027,101.0,10.19,1.0,0.406,0.003,8.0,17.3,0.599,0.008,136.18114758720506
152,1996-06-04,0.0245,100.9,10.39,1.0,0.41000000000000003,0.003,8.0,17.0,0.585,0.02,140.2091167596685
153,1996-06-04,0.0245,101.0,10.47,1.0,0.41000000000000003,0.003,8.0,17.0,0.585,0.02,140.2170651695051
154,1996-06-04,0.022,101.2,10.52,1.0,0.414,0.003,8.0,16.8,0.571,0.032,144.23627842863382
155,1996-06-18,0.02,102.7,10.637500000000001,1.0,0.41300000000000003,0.002,8.45,18.4,0.624,0.034999999999999996,144.46336205051566
156,1996-06-18,0.02,103.2,10.39,1.0,0.383,0.002,8.6,18.6,0.595,0.051,140.1908737500554
157,1996-06-18,0.02,102.9,10.64,1.0,0.41300000000000003,0.002,8.6,18.0,0.624,0.034999999999999996,144.44532983757856
158,1996-06-18,0.02,103.0,10.8,1.0,0.41300000000000003,0.002,8.6,17.8,0.624,0.034999999999999996,144.44896115482834
159,1996-06-18,0.02,101.7,10.72,1.0,0.443,0.002,8.0,15.2,0.653,0.019,148.5230401718048
160,1996-07-02,0.06899999999999999,103.91666666666667,9.536666666666667,0.0,0.31999999999999995,0.0025,8.583333333333334,20.5,0.5385,0.013999999999999999,124.78834268586496
161,1996-07-02,0.02,104.5,9.57,0.0,0.347,0.003,8.8,20.5,0.502,0.015,118.42165781966202
162,1996-07-02,0.06899999999999999,104.5,9.78,0.0,0.31999999999999995,0.0025,8.8,20.3,0.5385,0.013999999999999999,124.80927547914511
163,1996-07-02,0.06899999999999999,104.5,9.72,0.0,0.31999999999999995,0.0025,8.8,20.1,0.5385,0.013999999999999999,124.79105451090312
164,1996-07-02,0.06899999999999999,103.7,9.48,0.0,0.31999999999999995,0.0025,8.8,19.1,0.5385,0.013999999999999999,124.7058817692762
165,1996-07-02,0.06899999999999999,104.1,9.49,0.0,0.31999999999999995,0.0025,8.7,18.2,0.5385,0.013999999999999999,124.6475504114446
166,1996-07-02,0.118,102.2,9.18,0.0,0.293,0.002,7.6,14.8,0.575,0.013,130.74152790526992
167,1996-08-06,0.02,108.1,9.37,1.0,0.208,0.009,8.7,21.6,0.376,0.009,74.71325633330473
168,1996-08-06,0.02,108.0,9.38,1.0,0.2205,0.0085,8.7,21.3,0.40049999999999997,0.0095,78.64645742035941
169,1996-08-06,0.02,108.0,9.32,1.0,0.2205,0.0085,8.6,20.9,0.40049999999999997,0.0095,78.61181618354009
170,1996-08-06,0.02,108.1,9.3,1.0,0.2205,0.0085,8.6,20.8,0.40049999999999997,0.0095,78.6037021714281
171,1996-08-06,0.02,106.7,9.71,1.0,0.233,0.008,8.4,19.2,0.425,0.01,82.48856494615161
172,1996-08-21,0.02,108.475,9.907499999999999,1.0,0.152,0.0025,8.8,21.8,0.355,0.022,61.742958207371444
173,1996-08-21,0.02,107.8,9.87,1.0,0.153,0.003,8.8,21.8,0.357,0.031,64.75362270133294
174,1996-08-21,0.02,108.4,9.89,1.0,0.152,0.0025,8.8,21.7,0.355,0.022,61.735086637194435
175,1996-08-21,0.02,108.2,9.82,1.0,0.152,0.0025,8.8,21.6,0.355,0.022,61.72199694110467
176,1996-08-21,0.02,109.5,10.05,1.0,0.151,0.002,8.8,21.5,0.353,0.013,58.72434005668444
177,1996-09-05,0.02,105.4,10.24,28.0,0.087,0.004,9.0,20.8,0.369,0.013,39.543262502791976
178,1996-09-05,0.02,105.6,10.25,28.0,0.088,0.003,9.0,20.8,0.35,0.0125,39.6428177560391
179,1996-09-05,0.02,105.6,10.23,28.0,0.088,0.003,9.0,20.7,0.35,0.0125,39.63470040589347
180,1996-09-05,0.02,105.5,10.12,28.0,0.089,0.002,9.0,20.7,0.331,0.012,39.72232803733521
181,1996-09-17,0.02,104.8,9.79,8.0,0.064,0.009,9.2,19.3,0.366,0.018,34.057815894345964
182,1996-09-17,0.02,104.7,9.75,8.0,0.07200000000000001,0.0085,9.2,19.1,0.371,0.020999999999999998,37.35065405363881
183,1996-09-17,0.02,105.1,9.44,8.0,0.07200000000000001,0.0085,9.1,19.0,0.371,0.020999999999999998,37.309591066154454
184,1996-09-17,0.02,104.7,9.26,8.0,0.08,0.008,9.0,18.9,0.376,0.024,40.59048831369854
185,1996-10-01,0.02,108.4,9.74,1.0,0.066,0.005,8.8,17.6,0.287,0.019,34.61934167873869
186,1996-10-01,0.02,108.3,9.6,1.0,0.069,0.0035,8.8,17.4,0.288,0.017,34.877656217581354
187,1996-10-01,0.02,108.1,9.57,1.0,0.069,0.0035,8.9,17.4,0.288,0.017,34.878828243775494
188,1996-10-01,0.02,108.4,9.43,1.0,0.072,0.002,8.8,17.4,0.289,0.015,35.14526019495495
189,1996-11-06,0.023,91.7,8.05,8.0,0.17,0.0077,7.5,11.7,0.4,0.0283,69.24370168629655
190,1996-11-06,0.0215,91.6,8.53,8.0,0.164,0.00715,7.5,11.7,0.3965,0.0231,65.46208507400854
191,1996-11-06,0.0215,91.6,8.55,8.0,0.164,0.00715,7.5,11.7,0.3965,0.0231,65.46407134195928
192,1996-11-06,0.02,91.7,8.65,8.0,0.158,0.0066,7.5,11.7,0.393,0.0179,61.64472231467447
193,1996-12-04,0.02,102.4,8.47,180.0,0.352,0.0125,7.1,8.8,0.356,0.0364,125.29472311398206
194,1996-12-04,0.02,103.0,8.4,180.0,0.33799999999999997,0.016399999999999998,7.1,8.8,0.38449999999999995,0.035,120.76760129659289
195,1996-12-04,0.02,100.6,8.68,180.0,0.33799999999999997,0.016399999999999998,7.1,8.6,0.38449999999999995,0.035,120.78306677070614
196,1996-12-04,0.02,102.8,8.54,180.0,0.324,0.0203,7.1,8.8,0.413,0.0336,116.26130858841739
197,1997-01-22,0.02,85.6,11.0,5.0,0.535,0.0136,7.3,6.1,0.683,0.0281,178.53868715610704
198,1997-01-22,0.02,86.4,10.8,5.0,0.5285,0.012,7.3,6.1,0.6655,0.0266,176.05973014377747
199,1997-01-22,0.02,86.2,10.8,5.0,0.5285,0.012,7.3,6.1,0.6655,0.0266,176.05972346771017
200,1997-01-22,0.02,86.4,10.9,5.0,0.522,0.0104,7.3,6.1,0.648,0.0251,173.61054044643996
201,1997-02-05,0.024,84.4,11.3,5.0,0.535,0.0139,7.2,5.8,0.65,0.0332,181.2144974514107
202,1997-02-05,0.025,85.2,10.7,5.0,0.5395000000000001,0.013149999999999998,7.2,5.6,0.692,0.0338,183.0538651130291
203,1997-02-05,0.026,85.3,10.7,5.0,0.544,0.0124,7.2,5.6,0.734,0.0344,184.96505961132408
204,1997-03-03,0.02,90.7,11.8,15.0,0.624,0.0267,7.8,6.4,0.707,0.0431,210.1106273292333
205,1997-03-03,0.02,91.9,11.6,15.0,0.635,0.0251,7.7,6.4,0.639,0.0449,213.7709678511375
207,1997-04-02,0.029,93.7,11.7,0.0,0.554,0.0208,7.6,7.8,0.848,0.0159,183.90179580543162
208,1997-04-02,0.028,93.9,11.4,0.0,0.557,0.0169,7.6,7.2,0.706,0.0174,184.54358608769402
210,1997-05-07,0.027,89.8,12.2,1.0,0.417,0.0054,8.7,12.1,0.681,0.0201,143.23037088272696
211,1997-05-07,0.021,89.9,11.6,1.0,0.477,0.0137,8.1,10.5,0.713,0.0351,163.94343026085193
213,1997-06-02,0.036,97.2,10.0,10.0,0.341,0.0063,9.0,17.5,0.491,0.0112,120.16948068752231
214,1997-06-02,0.0335,93.0,10.1,10.0,0.342,0.00945,8.8,17.2,0.6505000000000001,0.0155,121.36436038194518
215,1997-06-02,0.031,96.6,11.4,10.0,0.343,0.0126,8.8,14.3,0.81,0.0198,122.52758459134432
217,1997-07-02,0.034,89.2,11.0,9.0,0.297,0.002,8.5,19.9,0.565,0.0177,108.63071935981725
218,1997-07-02,0.0325,88.9,10.9,9.0,0.2905,0.00585,8.6,19.2,0.558,0.0129,104.76826503122128
219,1997-07-02,0.031,90.4,10.4,9.0,0.284,0.0097,8.6,18.9,0.551,0.0081,100.88651165280801
221,1997-08-06,0.02,98.8,9.3,1.0,0.141,0.007,8.8,24.2,0.376,0.0086,54.597014300557014
222,1997-08-06,0.02,98.9,9.3,1.0,0.144,0.006200000000000001,8.8,24.1,0.3685,0.0095,55.737275794272705
223,1997-08-06,0.02,99.0,9.7,1.0,0.147,0.0054,8.8,23.2,0.361,0.0104,56.868213989444094
225,1997-09-02,0.02,97.9,9.1,4.0,0.088,0.0041,8.8,22.3,0.435,0.0161,40.88011870629836
226,1997-09-02,0.0215,97.9,9.2,4.0,0.0915,0.004,8.8,22.2,0.3395,0.021249999999999998,43.73277211852123
227,1997-09-02,0.023,97.7,9.2,4.0,0.095,0.0039,8.8,22.1,0.244,0.0264,46.57548751492315
229,1997-10-08,0.02,94.0,8.5,3.0,0.132,0.0045,7.6,15.4,0.366,0.0144,52.91604185468657
230,1997-10-08,0.02,94.3,8.5,3.0,0.132,0.0043,7.6,15.4,0.358,0.013,52.47636607780046
231,1997-10-08,0.02,94.8,8.4,3.0,0.132,0.0041,7.6,15.4,0.35,0.0116,52.02676563722794
232,1997-11-05,0.028,96.8,9.3,2.0,0.196,0.0076,7.6,13.6,0.412,0.0121,73.95776765973919
233,1997-11-05,0.028,96.8,8.8,2.0,0.20400000000000001,0.008,7.5,12.9,0.4155,0.014,76.84733197118689
